idencuesta,ola,version,muestra,cuestion_mig,cuestion_completo,formato,segmento,comuna,comuna_cod,region,region_cod,estrato,ponderador01,ponderador02,fact_exp01,fact_exp02,r05_01,r05_02,r06,r07,r08,r09,r10,r11,r12_01,r12_02,r12_03,r12_04,r12_05,r12_06,r12_07,r13_nredes,r13_sexo_01,r13_edad_01,r13_relacion_01,r13_tiempo_01,r13_barrio_01,r13_educ_01,r13_relig_01,r13_ideol_01,r13_contacto_01,r13_confia_01,r13_sexo_02,r13_edad_02,r13_relacion_02,r13_tiempo_02,r13_barrio_02,r13_educ_02,r13_relig_02,r13_ideol_02,r13_contacto_02,r13_confia_02,r13_sexo_03,r13_edad_03,r13_relacion_03,r13_tiempo_03,r13_barrio_03,r13_educ_03,r13_relig_03,r13_ideol_03,r13_contacto_03,r13_confia_03,r13_sexo_04,r13_edad_04,r13_relacion_04,r13_tiempo_04,r13_barrio_04,r13_educ_04,r13_relig_04,r13_ideol_04,r13_contacto_04,r13_confia_04,r13_sexo_05,r13_edad_05,r13_relacion_05,r13_tiempo_05,r13_barrio_05,r13_educ_05,r13_relig_05,r13_ideol_05,r13_contacto_05,r13_confia_05,r14,r15,r16,r17,r18_01,r18_02,t01,t02_01,t02_02,t02_03,t02_04,t03_01,t03_02,t03_03,t03_04,t05,t06_01,t06_02,t06_03,t06_04,t06_05,t06_06,t06_07,t06_08,t07_01,t07_02,t08,t09_01,t09_02,t09_03,t10,t11_01,t11_02,t11_03,t11_04,t13_01,t13_02,t13_03,t14,c01,c02,c03,c04,c05_01,c05_02,c05_03,c05_04,c05_05,c05_06,c05_07,c05_08,c05_09,c05_10,c05_11,c05_12,c05_13,c05_14,c06_01,c06_02,c06_03,c06_04,c06_05,c06_06,c08_01,c08_02,c08_03,c08_04,c08_05,c09_01,c09_02,c09_03,c09_04,c10_01,c10_02,c10_03,c12_01,c12_02,c12_03,c12_04,c12_05,c12_06,c12_07,c12_08,c12_09,c12_09_otro,c13,c14_01,c14_02,c15,c16,c16_otro,c17,c17_otro,c18_05,c18_08,c18_09,c18_10,c18_11,c18_13,c20,c20_otro,c21_01,c21_02,c21_03,c21_04,c21_05,c21_06,c21_07,c21_08,c21_09,c21_10,c21_11,c22,c23,c24,c25,c32_01,c32_02,c33,c34,c35_01,c35_02,c35_03,c35_04,c37_01,c37_02,c37_03,c37_04,c37_05,c37_06,c37_07,c37_08,c37_09,c37_10,c38,c40_01,c40_02,c40_03,c40_04,c40_05,c40_06,c41_01,c41_02,c41_03,c41_04,c42_01,c42_02,c42_03,c42_04,c46_01,c46_02,c46_03,c46_04,c46_05,c49_01,c49_02,c49_03,c49_04,c49_05,c49_06,c50,c51,c52,c53,c54,c55,c56,c57,d01_01,d01_02,d01_03,d01_04,d02_01,d02_02,d02_03,d03_01,d03_02,d04_01,d04_02,d07,d08,d09,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,d25_01,d25_02,d25_03,d25_04,d25_05,d25_06,d26_01,d26_02,d26_03,d26_04,d27_01,d27_02,d27_03,d27_04,d27_05,d28,g01_01,g01_02,g01_03,g01_04,g01_05,g02_01,g02_02,g02_03,g02_04,g02_05,g03_01,g03_02,f04_01,f04_02,f05_01,f05_02,f05_03,f05_04,f05_05,f05_06,f05_07,f06_01,f06_02,f07_01,f07_02,f08_01,f08_02,f08_03,f08_04,f08_05,f08_06,f09_01,f09_02,f09_03,s01,s02,s03,s11_01,s11_02,s11_03,s11_04,s11_05,s11_06,s11_07,s11_08,s11_09,s13_01,s13_02,s13_03,s13_04,s13_05,s13_06,s13_07,s13_08,s16,s17,s18,s19_01,s19_02,s19_03,s19_04,s19_05,s19_01_fecha,s19_02_fecha,s19_03_fecha,s19_04_fecha,s19_05_fecha,s20,s21,s22_01,s22_02,s22_03,s22_04,s22_05,s22_06,s22_07,s22_08,s22_09,s22_10,s23_01,s23_02,s23_03,s23_04,s23_05,s24_01,s24_02,s24_03,s26_01,s26_02,s26_03,s26_04,s26_05,s26_06,s27,s28,s29,s30_01,s30_02,s30_03,s30_04,s30_05,s30_06,s30_07,s30_08,s31,m0_sexo,m0_edad,m01,m02,m13,m14,m14b,m15,m16,m29,m30,m30b,m36,m36_otro,m38,m38_otro,m39,m41,m45,m53,m53_otro,m57,m58,m59,m66_01,sexo_enc,edad_enc,nac_enc,educ_enc,exp_campo_enc,fecha_entr,mod_t_dur,mod_r_dur,mod_c_dur,mod_d_dur,mod_f_dur,mod_g_dur,mod_s_dur,mod_m_dur,otros_dur,total_dur
81050122,6,202201,2,3,1,1,810501,Hualqui,8105,Bio Bio,8,3,0.502098798751831,0.6285243630409241,7525.814453125,9420.7705078125,1,1,1,NA,NA,1,1,4,3,3,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,4,3,4,4,5,5,4,2,2,4,3,4,4,3,4,4,4,4,3,4,4,4,1,2,5,4,1,1,1,2,1,4,2,1,1,2,2,2,1,1,5,NA,2,NA,1,1,NA,5,NA,NA,NA,1,1,1,1,3,1,3,1,1,1,1,1,3,1,1,1,5,5,5,1,1,1,2,1,2,3,1,1,NA,1,3,1,5,15,NA,5,NA,4,4,3,2,4,2,7,NA,4,4,4,4,4,4,2,3,3,3,4,1,1,1,2,5,5,3,4,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,4,4,2,2,4,5,5,3,4,4,4,4,NA,NA,NA,NA,NA,1,1,1,1,1,5,1,2,1,1,1,NA,1,2,5,5,7,3,4,2,2,7000000,400000,3000000,700000,4,4,2,4,2,3,4,4,2,4,5,3,2,1,4,10,4,1,3,4,2,2,2,2,4,2,4,2,4,2,5,4,4,2,4,3,4,4,2,1,1,NA,NA,3,1,1,5,1,1,1,2,4,4,4,4,4,4,4,4,4,2,1,1,4,3,3,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,1,7,2,2,2,2,2,NA,NA,NA,NA,NA,5,NA,4,4,2,4,4,4,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,61,5,1,1200000,NA,NA,1200000,4,1200000,NA,NA,4,NA,1,NA,6,2,1,10,NA,jefe de conducción en empresa,1,1,1,Femenino,29,Chilena,Profesional (4 o más años),Si,2022-09-09,6.233333468437195,2.933333396911621,23.83333420753479,8.816666603088379,12.849999621510506,2.4166667461395264,5.183333396911621,5.233333110809326,1.8666666932404041,69.36666107177734
81050127,6,202201,2,3,1,1,810501,Hualqui,8105,Bio Bio,8,3,0.502098798751831,0.6285243630409241,7525.814453125,9420.7705078125,1,1,1,NA,NA,3,2,4,3,3,2,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,4,2,4,4,3,3,2,2,3,3,3,4,4,3,4,4,4,4,4,4,4,4,1,1,1,4,1,1,1,1,1,7,2,1,2,2,2,1,4,1,5,NA,4,NA,3,3,NA,5,NA,NA,NA,1,4,4,1,5,3,4,1,1,1,1,1,1,1,1,1,4,4,4,3,1,1,1,1,1,3,1,3,Bomberos,1,2,1,5,15,NA,5,NA,4,4,2,2,4,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,2,2,4,2,2,4,5,1,1,4,4,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,1,2,1,2,NA,NA,5,5,6,4,4,4,4,30000000,500000,6000000,700000,3,4,1,3,3,4,4,4,1,4,4,4,2,4,6,10,5,4,4,2,2,4,2,2,4,2,2,2,2,2,4,4,4,2,2,2,4,4,2,1,1,NA,NA,1,1,1,2,1,1,1,2,4,NA,NA,4,4,4,4,4,4,4,1,4,5,4,5,1,1,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1,3,4,1,2,2,2,2,2018,NA,NA,NA,NA,5,NA,2,4,2,4,4,4,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,61,5,1,1200000,NA,NA,1500000,3,1200000,NA,NA,1,NA,2,NA,7,2,1,10,NA,jefe de cuadrilla ferroviario,1,1,1,Femenino,29,Chilena,Profesional (4 o más años),Si,2022-09-09,3.700000047683716,2.25,11.466666221618652,7.766666889190674,1.9500000476837158,1.5666667222976685,4.650000095367432,3.450000047683716,2.3310833792419885,39.13108825683594
81050128,6,202201,2,3,1,1,810501,Hualqui,8105,Bio Bio,8,3,0.2510493993759155,0.2119373381137848,3762.9072265625,3176.667724609375,1,1,1,NA,NA,3,1,4,3,3,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,4,4,5,4,4,4,4,4,4,4,3,5,5,4,4,4,4,4,4,4,4,4,2,1,1,4,1,1,1,1,1,10,8,1,3,2,1,2,3,2,4,NA,4,NA,4,3,NA,4,NA,NA,NA,2,2,2,2,3,4,3,1,1,1,1,1,3,3,1,1,5,4,4,1,2,1,1,1,1,1,1,3,Grupo de adulto mayor,1,3,3,5,15,NA,5,NA,4,4,2,4,4,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,2,2,3,2,4,5,1,3,3,4,2,NA,NA,NA,NA,NA,3,2,1,1,1,1,1,2,1,2,1,2,NA,NA,5,5,6,3,4,3,3,6000000,500000,5000000,600000,3,4,1,3,3,3,3,4,1,3,3,3,2,5,7,10,8,6,6,4,2,2,2,2,4,2,4,3,3,3,3,3,4,3,4,2,4,4,4,3,1,NA,NA,3,1,2,2,1,3,1,4,4,NA,NA,3,3,3,3,3,3,3,3,2,5,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,3,2,2,2,2,2,NA,NA,NA,NA,NA,5,NA,4,4,3,4,4,4,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,64,5,5,NA,NA,NA,NA,NA,400000,NA,NA,4,NA,1,NA,6,-888,1,10,NA,dueña de casa,6,2,1,Femenino,29,Chilena,Profesional (4 o más años),Si,2022-08-10,6.5,4.133333206176758,23.599998950958252,7.20108910111799,5.0333333015441895,3.3499999046325684,7.266666889190674,4.349999904632568,4.2000000346452,65.63441467285156
81050225,6,202201,2,3,1,1,810502,Hualqui,8105,Bio Bio,8,3,0.5020986795425415,0.6285242438316345,7525.81298828125,9420.7685546875,1,1,1,NA,NA,1,1,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,3,5,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,1,1,1,4,1,1,1,1,1,4,2,1,3,1,1,2,4,1,5,NA,4,NA,3,4,NA,4,NA,NA,NA,3,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,4,4,4,2,3,1,1,1,1,1,1,1,NA,1,1,1,12,15,NA,5,NA,4,4,3,3,4,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,1,3,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,4,2,2,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,3,1,1,1,1,1,1,1,1,1,1,2,NA,NA,1,2,2,1,2,2,2,5000000,300000,2000000,800000,2,4,1,4,4,3,4,4,1,4,4,3,3,8,6,10,9,10,10,2,2,2,2,2,4,2,3,3,3,4,5,3,3,4,4,4,4,3,4,-888,-888,NA,NA,4,3,4,4,1,2,1,4,4,NA,NA,3,3,3,3,3,3,4,4,4,4,3,3,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,3,5,2,2,2,2,2,NA,NA,NA,NA,NA,5,NA,3,4,2,3,4,4,2,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,73,2,5,NA,NA,NA,NA,NA,120000,NA,NA,4,NA,2,NA,1,1,1,10,NA,agricultor,5,2,2,Femenino,29,Chilena,Profesional (4 o más años),Si,2022-09-09,6.2833333015441895,2.5333333015441895,21.56666660308838,8.133333206176758,5.333333492279053,2.549999952316284,10,3.366666555404663,4.249999962747097,64.01666259765625
81050228,6,202201,2,3,1,1,810502,Hualqui,8105,Bio Bio,8,3,1.004197359085083,1.257048487663269,15051.6259765625,18841.537109375,1,1,3,4,1,3,3,3,3,3,3,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,2,2,2,4,2,2,1,1,1,4,5,1,1,2,2,1,2,2,2,NA,2,NA,2,1,NA,2,NA,NA,NA,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,4,4,4,1,2,1,1,1,1,3,1,1,NA,1,1,2,12,15,NA,5,NA,4,4,4,4,4,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,2,4,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,4,2,4,4,3,2,2,3,3,2,2,2,NA,NA,NA,NA,NA,1,2,3,1,1,1,1,1,1,-888,1,4,NA,NA,5,5,5,2,2,2,2,7000000,380000,3000000,600000,2,2,1,1,4,2,4,4,1,3,5,4,2,3,5,8,3,2,2,3,3,3,3,2,4,3,4,4,3,4,4,4,2,4,4,4,4,4,4,1,1,NA,NA,1,1,3,3,1,1,1,4,4,NA,NA,3,3,3,3,3,3,4,4,4,4,4,2,4,2,5,4,2,1,1,1,1,2,2,2,2,2,2,2,2,1,30,1,2,1,2,2,2,NA,2019,NA,NA,NA,5,NA,4,4,2,4,3,4,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,69,3,2,270000,NA,NA,1200000,2,270000,NA,NA,1,NA,2,NA,7,2,1,10,NA,obrero forestal,1,2,2,Femenino,29,Chilena,Profesional (4 o más años),Si,2022-08-12,12.199999809265137,4.333333492279053,18.166666507720947,15.483333587646484,2.1666667461395264,1.9500000476837158,5.166666507720947,6.116666793823242,1.8333333358168602,67.41667175292969
81060121,6,202201,2,3,1,1,810601,Lota,8106,Bio Bio,8,3,1.6067160367965698,1.3563990592956543,24082.60546875,20330.673828125,1,1,1,NA,NA,-888,-888,-888,-888,-888,4,4,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,4,4,5,5,5,1,1,1,5,1,4,1,1,77,NA,NA,1,3,2,2,1,2,2,3,NA,2,NA,2,1,NA,3,NA,NA,NA,1,1,2,2,2,3,2,1,1,1,1,1,4,1,1,3,5,5,5,2,3,1,3,1,1,1,1,1,NA,1,1,1,12,15,NA,5,NA,5,5,2,2,5,2,1,NA,5,5,4,5,5,2,4,4,5,-888,4,1,1,1,2,5,5,2,4,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,4,2,4,2,4,5,5,3,4,5,5,1,NA,NA,NA,NA,NA,1,1,1,10,10,1,1,2,1,2,1,NA,1,2,3,1,6,2,1,1,1,-888,300000,10000000,500000,3,5,2,1,1,3,5,5,1,5,5,4,1,1,5,10,5,3,4,2,2,4,3,5,4,4,2,2,4,5,5,4,4,2,4,5,4,5,5,4,2,NA,NA,3,3,2,1,1,3,1,5,5,4,5,-888,-888,-888,-888,-888,-888,3,1,3,4,4,3,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,NA,NA,NA,NA,NA,5,NA,5,5,1,4,5,5,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,36,3,1,300000,NA,NA,500000,1,300000,NA,NA,8,NA,2,NA,1,3,1,10,NA,Pensionados abuelos,-888,2,2,Masculino,39,Chilena,Profesional (4 o más años),Si,2022-09-27,6.316666603088379,3.133333444595337,22.983333587646484,10.066666603088379,12.583333015441895,1.7833333015441895,6.683333396911621,2.4666666984558105,3.6333333905786276,69.6500015258789
81060123,6,202201,2,3,1,1,810601,Lota,8106,Bio Bio,8,3,1.6067160367965698,1.3563990592956543,24082.60546875,20330.673828125,1,1,1,NA,NA,3,1,5,3,3,3,-888,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-888,1,2,4,2,2,2,3,3,2,3,3,2,1,3,5,1,2,4,4,4,4,3,4,3,1,3,1,3,2,1,2,5,9,77,NA,1,1,2,2,2,1,1,2,NA,2,NA,1,1,NA,2,NA,NA,NA,1,1,1,1,3,3,3,2,2,1,1,1,3,2,2,1,4,5,4,1,1,1,1,1,2,1,1,1,NA,1,2,2,12,15,NA,5,NA,-888,3,1,1,5,1,9,NA,3,3,3,4,4,-888,3,3,3,3,4,1,1,1,1,4,4,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,4,2,4,3,2,4,4,5,4,4,5,5,5,NA,NA,NA,NA,NA,3,1,1,1,1,1,-888,NA,1,1,2,NA,1,1,5,5,5,0,2,2,2,30000000,500000,10000000,500000,1,NA,1,3,3,3,3,4,2,4,4,3,1,5,5,10,5,5,5,3,3,4,2,2,4,3,2,4,3,4,4,4,4,1,5,4,1,2,4,1,3,NA,NA,3,3,1,1,1,3,1,5,5,3,3,3,3,3,3,3,3,4,5,4,4,3,3,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,1,7,4,1,2,2,2,2,2001,NA,NA,NA,NA,2,0,3,4,2,2,5,4,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,59,5,7,NA,NA,NA,NA,NA,850000,NA,NA,1,NA,9,NA,NA,1,1,10,NA,Encargado de departamento de gasfitería en Enacar,2,1,2,Masculino,39,Chilena,Profesional (4 o más años),Si,2022-09-27,7.416666507720947,3.9166667461395264,20.366666793823242,7.849999904632568,3.5500000417232513,1.9166666269302368,7.483333110809326,2.933333396911621,1.5666666831821203,57
81060222,6,202201,2,3,1,1,810602,Lota,8106,Bio Bio,8,3,0.6025185585021973,0.7542292475700378,9030.9775390625,11304.9248046875,2,2,3,4,1,-888,2,4,3,3,2,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,4,2,4,2,2,2,2,2,2,2,4,2,4,2,2,4,2,4,2,4,2,3,2,4,5,1,3,1,2,5,2,13,14,1,1,2,2,1,1,1,1,NA,1,NA,1,2,NA,1,NA,NA,NA,3,1,1,1,4,4,3,1,3,3,2,3,3,3,4,1,5,5,5,1,1,1,1,1,1,1,1,1,NA,2,3,4,12,15,NA,5,NA,4,4,2,2,5,2,9,NA,4,4,4,4,4,2,4,4,4,2,5,3,3,3,1,4,4,2,4,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,4,2,2,4,3,4,4,5,5,3,4,3,5,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,NA,2,NA,2,NA,1,1,4,4,-999,4,5,2,2,24000000,-888,-888,-888,3,4,3,4,3,3,4,4,3,4,4,3,1,6,6,10,7,4,6,2,2,4,2,3,3,2,2,2,2,4,4,4,3,2,4,2,4,-999,4,1,4,NA,NA,3,1,1,1,1,3,1,4,4,4,4,-888,3,3,3,3,3,3,5,5,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,1,5,2,2,1,2,2,NA,NA,2021,NA,NA,1,90,4,4,2,4,2,4,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,1,59,4,6,NA,NA,NA,NA,NA,0,NA,NA,4,NA,5,NA,-999,1,1,10,NA,Obrero gasfiter,1,1,2,Masculino,39,Chilena,Profesional (4 o más años),Si,2022-09-27,10.316666603088379,4.583333492279053,23.21666669845581,11.416666984558105,4.600000098347664,2.450000047683716,10.366666793823242,2.4000000953674316,1.7166666816920042,71.0666732788086
81060226,6,202201,2,3,1,1,810602,Lota,8106,Bio Bio,8,3,0.6025185585021973,0.5086496472358704,9030.9775390625,7624.00244140625,1,1,3,5,1,5,4,4,4,4,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,4,2,2,2,2,2,1,4,4,3,1,2,2,1,1,2,3,4,2,1,1,2,2,3,4,2,3,1,2,4,13,-999,NA,1,3,2,3,1,1,1,3,NA,4,NA,2,1,NA,3,NA,NA,NA,1,1,1,1,3,-888,3,3,3,1,5,2,3,3,1,5,5,5,5,1,2,1,3,1,1,1,1,1,NA,1,2,2,12,15,NA,5,NA,4,4,2,3,4,2,1,NA,4,4,4,4,4,4,4,-888,-888,-888,-888,1,2,-888,-888,5,5,2,5,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-888,-888,3,4,2,3,3,3,4,5,4,4,4,5,5,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,2,0,1,10,-888,3,2,2,-888,-888,-888,-888,2,-888,3,3,-888,3,5,4,2,4,5,4,2,5,6,10,5,5,5,2,2,5,4,3,3,3,2,4,4,3,5,3,2,2,4,4,4,4,4,4,1,NA,NA,4,1,1,1,1,3,1,4,4,4,-888,3,3,3,3,3,3,5,4,4,3,-888,2,2,2,3,2,4,2,2,2,1,2,2,2,1,2,2,2,2,2,0,2,2,2,2,2,2,NA,NA,NA,NA,NA,5,NA,3,5,2,2,3,5,2,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,28,5,1,302000,NA,NA,500000,2,350000,NA,NA,4,NA,2,NA,3,2,1,10,NA,pro empleo (madre),2,2,2,Masculino,39,Chilena,Profesional (4 o más años),Si,2022-09-28,7.166666507720947,3.7666666507720947,19.266666412353516,26.81666612625122,11.633333206176758,2.183333396911621,7.4666666984558105,3.0999999046325684,3.366666691377759,84.76666259765625
81060227,6,202201,2,3,1,1,810602,Lota,8106,Bio Bio,8,3,1.2050371170043945,1.0172992944717407,18061.955078125,15248.0048828125,1,1,1,NA,NA,-888,-888,-888,-888,-888,2,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-888,1,4,2,2,2,2,4,-888,2,4,4,2,1,2,4,1,1,4,3,2,2,4,3,2,3,4,4,2,3,1,1,3,-888,NA,NA,1,2,2,2,1,1,1,3,NA,5,NA,2,1,NA,1,NA,NA,NA,1,1,1,1,4,3,2,1,3,1,1,3,3,3,3,1,4,4,4,1,1,1,3,1,1,1,1,1,NA,1,2,3,12,15,NA,5,NA,4,4,4,4,4,2,1,NA,4,4,4,4,4,4,4,4,2,4,4,3,3,1,2,4,4,1,4,3,-888,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,-888,2,4,4,4,5,5,3,4,4,5,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,2,1,1,9,5,4,-888,3,8000000,380000,4000000,500000,1,NA,1,2,1,3,4,3,3,4,4,4,2,4,10,10,7,3,5,4,4,4,4,2,4,3,-888,4,2,2,4,4,4,2,4,-888,4,4,4,3,3,NA,NA,1,1,1,1,1,3,1,4,4,4,4,4,4,4,4,4,4,5,4,4,2,2,3,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,3,2,2,2,2,2,NA,NA,NA,NA,NA,5,NA,4,4,2,3,4,4,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,51,2,1,380000,NA,NA,500000,2,380000,NA,NA,7,NA,1,NA,7,3,1,10,NA,obrero en aserradero de madera,1,1,1,Masculino,39,Chilena,Profesional (4 o más años),Si,2022-09-27,5.7166666984558105,2.299999952316284,18.266666412353516,7.75,10.699999809265137,2,5.949999809265137,3.2666666507720947,1.3833333756774664,57.333335876464844
