idencuesta,ola,version,muestra,cuestion_mig,cuestion_completo,formato,segmento,comuna,comuna_cod,region,region_cod,estrato,ponderador01,ponderador02,fact_exp01,fact_exp02,r05_01,r05_02,r06,r07,r08,r09,r10,r11,r12_01,r12_02,r12_03,r12_04,r12_05,r12_06,r12_07,r13_nredes,r13_sexo_01,r13_edad_01,r13_relacion_01,r13_tiempo_01,r13_barrio_01,r13_educ_01,r13_relig_01,r13_ideol_01,r13_contacto_01,r13_confia_01,r13_sexo_02,r13_edad_02,r13_relacion_02,r13_tiempo_02,r13_barrio_02,r13_educ_02,r13_relig_02,r13_ideol_02,r13_contacto_02,r13_confia_02,r13_sexo_03,r13_edad_03,r13_relacion_03,r13_tiempo_03,r13_barrio_03,r13_educ_03,r13_relig_03,r13_ideol_03,r13_contacto_03,r13_confia_03,r13_sexo_04,r13_edad_04,r13_relacion_04,r13_tiempo_04,r13_barrio_04,r13_educ_04,r13_relig_04,r13_ideol_04,r13_contacto_04,r13_confia_04,r13_sexo_05,r13_edad_05,r13_relacion_05,r13_tiempo_05,r13_barrio_05,r13_educ_05,r13_relig_05,r13_ideol_05,r13_contacto_05,r13_confia_05,r14,r15,r16,r17,r18_01,r18_02,t01,t02_01,t02_02,t02_03,t02_04,t03_01,t03_02,t03_03,t03_04,t05,t06_01,t06_02,t06_03,t06_04,t06_05,t06_06,t06_07,t06_08,t07_01,t07_02,t08,t09_01,t09_02,t09_03,t10,t11_01,t11_02,t11_03,t11_04,t13_01,t13_02,t13_03,t14,c01,c02,c03,c04,c05_01,c05_02,c05_03,c05_04,c05_05,c05_06,c05_07,c05_08,c05_09,c05_10,c05_11,c05_12,c05_13,c05_14,c06_01,c06_02,c06_03,c06_04,c06_05,c06_06,c08_01,c08_02,c08_03,c08_04,c08_05,c09_01,c09_02,c09_03,c09_04,c10_01,c10_02,c10_03,c12_01,c12_02,c12_03,c12_04,c12_05,c12_06,c12_07,c12_08,c12_09,c12_09_otro,c13,c14_01,c14_02,c15,c16,c16_otro,c17,c17_otro,c18_05,c18_08,c18_09,c18_10,c18_11,c18_13,c20,c20_otro,c21_01,c21_02,c21_03,c21_04,c21_05,c21_06,c21_07,c21_08,c21_09,c21_10,c21_11,c22,c23,c24,c25,c32_01,c32_02,c33,c34,c35_01,c35_02,c35_03,c35_04,c37_01,c37_02,c37_03,c37_04,c37_05,c37_06,c37_07,c37_08,c37_09,c37_10,c38,c40_01,c40_02,c40_03,c40_04,c40_05,c40_06,c41_01,c41_02,c41_03,c41_04,c42_01,c42_02,c42_03,c42_04,c46_01,c46_02,c46_03,c46_04,c46_05,c49_01,c49_02,c49_03,c49_04,c49_05,c49_06,c50,c51,c52,c53,c54,c55,c56,c57,d01_01,d01_02,d01_03,d01_04,d02_01,d02_02,d02_03,d03_01,d03_02,d04_01,d04_02,d07,d08,d09,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,d25_01,d25_02,d25_03,d25_04,d25_05,d25_06,d26_01,d26_02,d26_03,d26_04,d27_01,d27_02,d27_03,d27_04,d27_05,d28,g01_01,g01_02,g01_03,g01_04,g01_05,g02_01,g02_02,g02_03,g02_04,g02_05,g03_01,g03_02,f04_01,f04_02,f05_01,f05_02,f05_03,f05_04,f05_05,f05_06,f05_07,f06_01,f06_02,f07_01,f07_02,f08_01,f08_02,f08_03,f08_04,f08_05,f08_06,f09_01,f09_02,f09_03,s01,s02,s03,s11_01,s11_02,s11_03,s11_04,s11_05,s11_06,s11_07,s11_08,s11_09,s13_01,s13_02,s13_03,s13_04,s13_05,s13_06,s13_07,s13_08,s16,s17,s18,s19_01,s19_02,s19_03,s19_04,s19_05,s19_01_fecha,s19_02_fecha,s19_03_fecha,s19_04_fecha,s19_05_fecha,s20,s21,s22_01,s22_02,s22_03,s22_04,s22_05,s22_06,s22_07,s22_08,s22_09,s22_10,s23_01,s23_02,s23_03,s23_04,s23_05,s24_01,s24_02,s24_03,s26_01,s26_02,s26_03,s26_04,s26_05,s26_06,s27,s28,s29,s30_01,s30_02,s30_03,s30_04,s30_05,s30_06,s30_07,s30_08,s31,m0_sexo,m0_edad,m01,m02,m13,m14,m14b,m15,m16,m29,m30,m30b,m36,m36_otro,m38,m38_otro,m39,m41,m45,m53,m53_otro,m57,m58,m59,m66_01,sexo_enc,edad_enc,nac_enc,educ_enc,exp_campo_enc,fecha_entr,mod_t_dur,mod_r_dur,mod_c_dur,mod_d_dur,mod_f_dur,mod_g_dur,mod_s_dur,mod_m_dur,otros_dur,total_dur
3103021,6,202201,1,1,1,1,310302,Tierra Amarilla,3103,Atacama,3,4,0.3019252121448517,0.1952282041311264,2624.144287109375,1696.8009033203125,1,1,3,2,1,2,1,2,2,2,4,4,4,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,4,4,2,4,4,4,4,3,4,4,4,1,4,2,2,4,4,4,4,4,4,4,4,1,1,2,4,1,1,1,1,1,11,12,1,2,2,1,2,2,2,4,4,4,4,4,4,3,4,4,2,2,-888,2,2,2,3,3,2,1,1,1,3,1,4,3,2,4,4,4,4,-888,3,1,1,1,1,1,1,1,NA,2,1,3,5,15,NA,5,NA,1,4,4,4,4,4,2,NA,4,4,4,4,4,2,4,4,4,4,4,1,1,1,2,4,4,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-888,-888,-888,-888,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,1,NA,NA,8,8,7,5,2,4,4,-888,350000,-888,-888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,3,4,4,4,4,4,NA,NA,2,2,1,1,5,4,1,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,1,2,1,-888,1,2,2,2,2,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,5,1,1,5,-888,5,1,1,2,2,NA,4,4,4,4,4,4,4,4,2,2,50,2,-999,NA,NA,NA,NA,NA,300000,NA,NA,4,NA,1,NA,2,1,5,10,NA,agricultor,5,2,2,Femenino,54,Chilena,Educación Media-Técnico Profesional,Si,2022-08-31,5.016666889190674,4.0333333015441895,17.100000381469727,2.5833332538604736,2.0166666507720947,1.6333333253860474,7.683333396911621,2.25,3.9666666984558105,46.2833366394043
3103023,6,202201,1,2,1,1,310302,Tierra Amarilla,3103,Atacama,3,4,0.5032086968421936,0.3253803551197052,4373.57373046875,2828.00146484375,1,1,1,NA,NA,2,1,2,2,2,4,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,3,5,4,4,4,4,4,4,4,4,3,4,2,4,4,2,2,2,4,4,4,3,1,1,1,4,4,1,1,1,7,6,9,1,1,2,2,1,1,1,4,4,4,2,1,1,2,3,4,3,3,2,1,1,1,1,-888,1,1,1,1,1,1,3,1,1,1,4,4,4,3,2,1,1,1,1,1,1,1,NA,1,1,2,-999,15,NA,5,NA,3,3,3,3,4,3,-888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,NA,NA,NA,NA,NA,3,2,4,2,4,3,3,5,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,2,4,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,4,NA,NA,4,4,5,2,3,-888,-888,-888,-888,-888,-888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,4,2,4,4,4,4,4,NA,NA,2,2,1,1,3,1,1,3,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,1,7,1,2,2,2,2,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,5,5,1,1,5,5,4,4,1,0,0,NA,4,4,4,4,4,4,4,4,2,2,65,2,5,NA,NA,NA,NA,NA,200000,NA,NA,1,NA,1,NA,4,1,1,-888,NA,Asesora de hogar,6,2,2,Femenino,54,Chilena,Educación Media-Técnico Profesional,Si,2022-09-12,7.933333396911621,4.266666889190674,15.88333284854889,1.149999976158142,2.75,2.083333373069763,8.433333337306976,3.733333468437195,2.2000000663101673,48.43333435058594
3301011,6,202201,1,1,1,1,330101,Vallenar,3301,Atacama,3,5,0.06063036248087883,0.13218429684638977,526.96099853515625,1148.86279296875,1,1,1,NA,NA,3,1,2,2,2,2,4,4,4,4,1,2,44,1,5,1,2,5,6,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,4,3,4,4,4,5,4,4,4,4,3,4,4,1,4,4,4,4,4,4,4,4,1,2,1,4,2,1,1,3,5,2,6,1,2,2,2,1,3,2,3,3,3,4,3,3,3,3,5,4,3,3,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,4,4,4,1,3,1,1,1,1,1,1,1,NA,2,1,3,12,15,NA,5,NA,4,4,4,3,4,2,1,NA,3,3,3,3,3,2,3,2,4,2,2,1,1,1,3,4,4,NA,NA,NA,NA,NA,NA,2,2,4,4,4,4,4,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,3,3,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,4,NA,NA,4,4,5,2,2,2,2,10000000,400000,6000000,700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,3,4,3,4,4,4,NA,NA,1,1,3,3,1,1,1,3,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,7,NA,8,2,2,2,2,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,3,2,2,1,1,3,0,NA,4,4,4,4,4,4,4,4,1,1,48,5,2,500000,NA,NA,700000,4,600000,NA,NA,1,NA,6,Iglesia de jesucristo de los santos de los ultimos dias,2,2,1,10,NA,Guardia de bodega de CCU,1,2,1,Femenino,72,Chilena,Educación Media-Científico Humanista,Si,2022-08-20,7.516666531562805,7.366666793823242,19.433332443237305,3.450000047683716,4,1.7666666507720947,14.116666972637177,8.399999618530273,4.316666636615992,70.366668701171875
3301021,6,202201,1,2,1,1,330102,Vallenar,3301,Atacama,3,5,0.16168098151683807,0.35249149799346924,1405.2294921875,3063.634521484375,1,2,5,2,1,3,5,4,2,2,2,2,3,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,-888,2,5,1,4,2,2,2,2,2,2,2,2,4,4,2,2,2,4,5,2,5,2,2,1,2,3,5,1,1,1,1,77,NA,NA,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,2,1,1,1,3,5,1,3,1,4,5,2,1,1,1,1,1,1,1,1,1,NA,1,1,2,12,15,NA,5,NA,4,2,2,2,2,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,NA,NA,NA,NA,NA,NA,3,3,5,4,3,2,5,2,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,2,NA,NA,NA,NA,NA,NA,1,-999,1,-999,2,3,NA,NA,5,5,-999,5,4,4,4,20000000,400000,20000000,600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,3,1,5,3,3,-999,2,NA,NA,3,4,2,1,1,1,1,5,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,1,1,1,1,1,1,1,1,5,2,2,2,2,2,2,2,2,2,360,5,2,2,2,2,1,NA,NA,NA,NA,2021,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,5,1,1,1,5,5,5,5,2,10,0,NA,5,5,5,5,5,2,4,5,1,1,34,6,2,1000000,NA,NA,1200000,5,500000,NA,NA,4,NA,7,NA,NA,3,1,10,NA,trabajar,1,2,2,Femenino,27,Chilena,Educación Media-Técnico Profesional,No,2022-08-09,3.7333333492279053,3.5,15.466666400432587,3.383333444595337,2.4666666984558105,1.75,10.416666984558105,5.566666603088379,2.5533152789075078,48.836647033691406
3301023,6,202201,1,2,1,1,330102,Vallenar,3301,Atacama,3,5,0.04042024537920952,0.08812287449836731,351.307373046875,765.90863037109375,1,1,2,3,4,2,1,1,3,2,5,3,4,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,-888,4,4,1,3,2,4,4,4,2,2,2,3,3,3,2,4,4,4,4,2,4,4,3,2,2,-888,3,2,1,1,2,5,12,14,1,1,2,2,1,1,1,5,1,1,3,1,1,1,3,5,2,1,1,3,1,1,1,1,1,4,1,1,4,1,4,3,1,3,4,4,4,1,2,2,2,1,3,1,1,1,NA,4,4,4,10,11,NA,5,NA,4,2,2,2,4,2,7,NA,4,4,4,4,4,4,4,4,4,2,4,1,1,1,1,4,4,NA,NA,NA,NA,NA,NA,2,2,4,4,4,4,4,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,4,2,NA,NA,NA,NA,NA,NA,1,2,1,2,1,2,NA,NA,4,4,5,0,2,2,2,20000000,400000,5000000,800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,2,4,2,4,4,4,NA,NA,2,2,3,1,1,3,1,3,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,2,3,3,2,2,2,1,1,2,2,2,1,7,NA,5,1,2,1,2,2,2016,NA,1993,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,5,5,1,1,3,1,1,1,1,1,0,NA,4,4,2,3,4,4,2,2,2,1,67,9,1,500000,NA,NA,1000000,2,500000,NA,NA,8,NA,3,NA,7,2,1,10,NA,carabinero,3,1,1,Femenino,27,Chilena,Educación Media-Técnico Profesional,No,2022-08-02,6.5333333015441895,5.25,15.800000190734863,2.25,1.9333332777023315,1.350000023841858,8.416666984558105,5.016666531562805,1.666666690260172,48.2166633605957
3301031,6,202201,1,2,1,1,330103,Vallenar,3301,Atacama,3,5,0.030315181240439415,0.019602136686444283,263.4804992675781,170.36944580078125,1,1,1,NA,NA,4,2,4,1,1,5,2,2,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,4,4,5,5,5,5,5,5,3,4,4,3,4,4,2,4,5,4,5,3,4,4,4,1,2,3,4,1,2,1,-888,6,13,77,1,1,2,2,1,1,1,1,3,1,3,1,3,1,1,5,4,3,1,1,1,1,4,3,1,1,1,1,1,1,4,1,1,1,4,4,4,1,1,1,1,1,1,1,1,3,Club adulto mayor,1,1,1,12,15,NA,5,NA,4,2,2,2,5,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,NA,NA,NA,NA,NA,4,4,4,2,5,2,4,2,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,4,2,NA,NA,NA,NA,NA,NA,1,3,1,1,1,1,NA,NA,4,4,10,3,1,1,1,4000000,350000,3000000,600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,4,1,4,2,4,4,4,NA,NA,2,2,1,1,1,3,1,3,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,1,1,3,1,1,1,1,1,2,2,1,2,2,2,2,2,7,NA,4,2,2,2,2,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,4,1,1,1,1,0,0,NA,4,4,4,4,4,4,4,4,1,2,58,5,1,400000,NA,NA,600000,1,400000,NA,NA,4,NA,1,NA,6,3,1,10,NA,obrero,1,2,1,Femenino,49,Chilena,Profesional (4 o más años),Si,2022-11-04,2.6500000953674316,1.9166666269302368,7.599999904632568,1.4833333641290665,1.700000062584877,0.9666666388511658,4.349999904632568,1.7999999523162842,2.5166667234152555,24.98333168029785
3301041,6,202201,1,1,1,1,330104,Vallenar,3301,Atacama,3,5,0.08084049075841904,0.05227236449718475,702.61474609375,454.31854248046875,1,1,1,NA,NA,1,1,1,2,2,1,1,3,2,2,5,2,68,3,5,1,-999,1,6,1,3,1,64,3,5,2,-999,1,6,2,3,2,30,2,5,2,3,2,6,2,3,1,28,3,4,1,3,2,1,1,3,2,41,2,5,2,3,1,-999,2,3,1,1,1,3,5,3,2,3,4,4,5,4,3,5,1,3,5,3,5,3,2,4,4,4,4,4,4,2,2,4,4,2,5,1,2,4,1,5,1,1,2,1,1,1,1,3,2,4,4,2,1,3,4,5,3,2,1,2,1,1,3,2,1,1,1,1,1,1,1,1,2,1,4,4,2,3,1,1,1,1,2,1,2,1,NA,1,3,3,10,16,NA,5,NA,4,4,2,4,2,4,2,NA,2,4,4,2,4,2,2,1,2,1,1,1,1,1,3,4,4,NA,NA,NA,NA,NA,NA,2,2,4,4,4,4,2,4,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,2,4,NA,NA,NA,NA,NA,NA,1,2,1,2,2,2,NA,NA,4,5,4,4,2,2,2,4000000,400000,2000000,400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,2,2,4,4,4,2,NA,NA,3,1,2,4,1,1,1,2,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,2,3,1,1,1,2,5,2,1,2,2,2,2,2,2,2,1,7,NA,3,2,2,2,2,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,4,1,1,1,4,1,1,1,1,0,0,NA,2,3,4,4,4,4,4,4,2,2,65,3,6,NA,NA,NA,NA,NA,200000,NA,NA,8,NA,9,NA,NA,2,1,7,NA,administrador de terreno,5,1,1,Femenino,27,Chilena,Educación Media-Técnico Profesional,No,2022-08-02,11.649999618530273,15.633333206176758,21.266666173934937,2.7166666984558105,1.9333332777023315,1.3333333730697632,8.350000381469727,3.9000000953674316,2.2333333417773247,69.01667022705078
3301043,6,202201,1,2,1,1,330104,Vallenar,3301,Atacama,3,5,0.08084049075841904,0.05227236449718475,702.61474609375,454.31854248046875,1,1,1,NA,NA,1,1,3,1,1,4,4,4,4,3,2,2,47,4,5,1,3,1,6,1,2,1,44,4,2,2,5,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,2,4,4,5,5,5,5,5,5,5,5,5,3,4,4,2,4,4,4,4,4,4,2,4,1,1,1,4,3,1,1,1,1,5,8,1,2,2,2,2,2,2,3,1,2,2,2,2,3,3,5,3,2,2,1,1,1,3,3,1,1,1,1,3,1,3,2,2,3,4,4,4,2,3,1,1,1,1,1,1,1,NA,2,2,4,12,15,NA,5,NA,5,4,2,2,4,2,7,NA,4,4,4,4,4,2,2,3,3,2,2,1,1,1,1,4,4,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,2,4,NA,NA,NA,NA,NA,NA,1,1,2,NA,1,2,NA,NA,5,5,8,3,2,2,1,2000000,400000,10000000,800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,4,1,5,2,4,4,5,NA,NA,1,1,1,1,1,1,1,5,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,3,4,4,3,2,2,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,1,2,2,NA,NA,2021,NA,NA,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,5,5,5,1,5,3,1,1,1,1,0,NA,5,5,5,5,5,5,5,5,1,2,62,5,7,NA,NA,NA,NA,NA,200000,NA,NA,7,NA,1,NA,3,3,1,10,NA,Comerciante distribuidor de frutas,5,2,1,Femenino,72,Chilena,Educación Media-Científico Humanista,Si,2022-08-16,5.900000095367432,8.216666221618652,18.899999618530273,3.049999952316284,2.1666667461395264,1.5666667222976685,9.800000190734863,4.300000190734863,3.833333395421505,57.733333587646484
3301051,6,202201,1,2,1,1,330105,Vallenar,3301,Atacama,3,5,0.4850429594516754,0.3136342167854309,4215.6884765625,2725.911376953125,2,1,1,NA,NA,2,2,3,3,3,4,3,4,4,4,2,2,47,4,5,2,3,1,6,2,3,2,70,4,5,2,3,1,6,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,4,2,3,4,3,4,4,4,3,4,3,4,4,4,3,3,3,4,3,3,3,4,4,2,2,3,3,3,3,1,2,13,5,1,1,3,2,2,2,1,1,4,4,3,2,2,1,4,4,5,2,2,2,2,2,2,2,2,2,1,1,1,3,1,3,2,1,3,4,4,4,3,2,1,1,1,1,1,1,1,NA,2,3,4,12,15,NA,5,NA,4,4,4,4,3,2,8,NA,4,3,3,4,3,4,2,4,4,2,4,1,1,1,3,4,4,NA,NA,NA,NA,NA,NA,4,4,4,2,4,2,4,2,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,4,NA,NA,NA,NA,NA,NA,2,NA,2,NA,1,4,NA,NA,5,5,8,3,2,1,1,10000000,500000,7000000,1000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,2,4,3,4,4,4,NA,NA,1,1,3,1,1,1,1,5,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,1,2,1,2,1,1,1,1,1,2,2,1,2,2,1,2,1,3,-888,7,2,2,2,2,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,1,4,4,1,4,4,2,3,1,1,-888,-888,NA,1,2,1,4,4,4,4,4,2,2,45,5,7,NA,NA,NA,NA,NA,700000,NA,NA,1,NA,1,NA,6,2,1,7,NA,Agricultor,1,2,2,Femenino,72,Chilena,Educación Media-Científico Humanista,Si,2022-08-16,7.399999976158142,6.666666746139526,14.100000381469727,2.383333444595337,2.049999952316284,1.4166666269302368,16.066667556762695,3.2833333015441895,4.499999975785613,57.86667251586914
3301083,6,202201,1,1,1,1,330108,Vallenar,3301,Atacama,3,5,0.2425214797258377,0.5287372469902039,2107.84423828125,4595.45166015625,1,1,1,NA,NA,1,1,3,2,2,4,5,3,3,3,2,1,50,2,5,2,2,1,6,1,3,2,53,2,5,1,3,4,6,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,1,3,3,1,3,3,3,4,4,4,4,4,4,4,4,2,3,3,4,4,4,3,3,4,2,1,3,3,1,1,1,1,12,1,7,1,2,2,2,1,2,1,3,3,1,3,1,2,1,1,4,3,3,2,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,NA,1,3,2,5,15,NA,5,NA,4,3,3,4,5,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,NA,NA,NA,NA,NA,3,2,5,1,4,4,3,2,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,4,NA,NA,NA,NA,NA,NA,1,-999,1,-999,2,4,NA,NA,4,4,5,2,2,2,2,20000000,400000,14000000,800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,2,3,3,3,4,4,NA,NA,1,1,1,1,1,1,1,5,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,4,2,2,2,1,3,1,2,1,2,2,2,1,2,2,2,1,2,0,2,1,1,2,1,1,2012,2018,NA,2012,2022,2,-888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,5,3,3,1,1,0,0,NA,5,4,3,3,3,3,4,2,2,1,77,2,5,NA,NA,NA,NA,NA,200000,NA,NA,1,NA,1,NA,7,-999,1,10,NA,Minero pirquinero,1,2,1,Femenino,72,Chilena,Educación Media-Científico Humanista,Si,2022-08-19,9.483333587646484,8.749999761581421,24.366666793823242,3.5333333015441895,2.816666603088379,2.883333444595337,17.28333282470703,4.75,4.066666699945927,77.9333267211914
